CategoryId,Name,Link
3,Другое,https://www.avito.ru/saratov/predlozheniya_uslug/passazhirskie_perevozki/drugoe-ASgBAgICAkSYC8CIjgPe5RPQiI4D
3,Грузчики,https://www.avito.ru/saratov/predlozheniya_uslug/gruzchiki_skladskie_uslugi/gruzchiki-ASgBAgICAkSYC8KIjgPg5RPSiI4D
3,Фулфилмент,https://www.avito.ru/saratov/predlozheniya_uslug/gruzchiki_skladskie_uslugi/fulfilment-ASgBAgICAkSYC8KIjgPg5RPUiI4D
3,Услуги эвакуатора,https://www.avito.ru/saratov/predlozheniya_uslug/uslugi_evakuatora-ASgBAgICAUSYC8SIjgM
3,Ремонт квартир и домов под ключ,https://www.avito.ru/saratov/predlozheniya_uslug/remont_stroitelstvo/remont_kvartiri-ASgBAgICAkSYC8CfAcQVwPUB
3,Дизайн интерьеров,https://www.avito.ru/saratov/predlozheniya_uslug/remont_i_otdelka/dizajn_intererov-ASgBAgICAkSYC8CfAcQVsOmOAw
3,Сантехника,https://www.avito.ru/saratov/predlozheniya_uslug/remont_stroitelstvo/santekhnika-ASgBAgICAkSYC8CfAcQVsvUB
3,Электрика,https://www.avito.ru/saratov/predlozheniya_uslug/remont_stroitelstvo/elektrika-ASgBAgICAkSYC8CfAcQVsPUB
3,Сборка и ремонт мебели,https://www.avito.ru/saratov/predlozheniya_uslug/remont_stroitelstvo/sborka_i_remont_mebeli-ASgBAgICAkSYC8CfAcQVrPUB
3,Окна и балконы,https://www.avito.ru/saratov/predlozheniya_uslug/remont_stroitelstvo/ostekleniye_balkonov-ASgBAgICAkSYC8CfAcQVtvUB
3,Поклейка обоев и малярные работы,https://www.avito.ru/saratov/predlozheniya_uslug/remont_i_otdelka/poklejka_oboev_i_malyarnye_raboty-ASgBAgICAkSYC8CfAcQVyvr9Ag
3,Потолки,https://www.avito.ru/saratov/predlozheniya_uslug/remont_i_otdelka/potolki-ASgBAgICAkSYC8CfAcQVzvr9Ag
3,Полы и напольные покрытия,https://www.avito.ru/saratov/predlozheniya_uslug/remont_i_otdelka/poly_i_napolnye_pokrytiya-ASgBAgICAkSYC8CfAcQVzPr9Ag
3,Штукатурные работы,https://www.avito.ru/saratov/predlozheniya_uslug/remont_i_otdelka/shtukaturnye_raboty-ASgBAgICAkSYC8CfAcQVgv39Ag
3,Двери,https://www.avito.ru/saratov/predlozheniya_uslug/remont_i_otdelka/dveri-ASgBAgICAkSYC8CfAcQVwPr9Ag
3,Плиточные работы,https://www.avito.ru/saratov/predlozheniya_uslug/remont_i_otdelka/plitochnye_raboty-ASgBAgICAkSYC8CfAcQVyPr9Ag
3,Столярные и плотницкие работы,https://www.avito.ru/saratov/predlozheniya_uslug/remont_i_otdelka/stolyarnye_i_plotnitskie_raboty-ASgBAgICAkSYC8CfAcQVgP39Ag
3,Гипсокартонные работы,https://www.avito.ru/saratov/predlozheniya_uslug/remont_i_otdelka/gipsokartonnye_raboty-ASgBAgICAkSYC8CfAcQVvvr9Ag
3,Высотные работы,https://www.avito.ru/saratov/predlozheniya_uslug/remont_i_otdelka/vysotnye_raboty-ASgBAgICAkSYC8CfAcQVvPr9Ag
3,Изоляция и утепление,https://www.avito.ru/saratov/predlozheniya_uslug/remont_i_otdelka/izolyatsiya-ASgBAgICAkSYC8CfAcQVwvr9Ag
3,Ремонт коммерческих помещений,https://www.avito.ru/saratov/predlozheniya_uslug/remont_i_otdelka/remont_ofisa-ASgBAgICAkSYC8CfAcQVtPUB
3,Вентиляция,https://www.avito.ru/saratov/predlozheniya_uslug/remont_i_otdelka/ventilyatsiya-ASgBAgICAkSYC8CfAcQVuvr9Ag
3,Другое,https://www.avito.ru/saratov/predlozheniya_uslug/remont_i_otdelka/drugoe-ASgBAgICAkSYC8CfAcQV0Pr9Ag
3,Строительство домов под ключ,https://www.avito.ru/saratov/predlozheniya_uslug/stroitelstvo/stroitelstvo_domov_pod_klyuch-ASgBAgICAkSYC6Cf8QLejw_~nYsD
3,"Строительство гаражей, бань, веранд",https://www.avito.ru/saratov/predlozheniya_uslug/stroitelstvo/stroitelstvo_bani_i_sauny-ASgBAgICAkSYC6Cf8QLejw~cn_EC
3,"Отделка деревянных домов, бань, саун",https://www.avito.ru/saratov/predlozheniya_uslug/stroitelstvo/otdelka_derevyannyh_domov-ASgBAgICAkSYC6Cf8QLejw_ckIcD
3,Кладочные работы,https://www.avito.ru/saratov/predlozheniya_uslug/stroitelstvo/kladochnye_raboty-ASgBAgICAkSYC6Cf8QLejw_snYsD
3,Кровельные работы,https://www.avito.ru/saratov/predlozheniya_uslug/stroitelstvo/krovelnye_raboty-ASgBAgICAkSYC6Cf8QLejw_0nYsD
3,"Сварка, ковка, металлоконструкции",https://www.avito.ru/saratov/predlozheniya_uslug/stroitelstvo/svarka_kovka_metallokonstrukcii-ASgBAgICAkSYC6Cf8QLejw_6nYsD
3,Фундаментные и бетонные работы,https://www.avito.ru/saratov/predlozheniya_uslug/stroitelstvo/fundamentnye_raboty-ASgBAgICAkSYC6Cf8QLejw~CnosD
3,Алмазное сверление и резка,https://www.avito.ru/saratov/predlozheniya_uslug/stroitelstvo/almaznoe_sverlenie_i_rezka-ASgBAgICAkSYC6Cf8QLejw_unYsD
3,Снос и демонтаж,https://www.avito.ru/saratov/predlozheniya_uslug/stroitelstvo/snos_i_demontazh-ASgBAgICAkSYC6Cf8QLejw_8nYsD
3,Фасадные работы,https://www.avito.ru/saratov/predlozheniya_uslug/stroitelstvo/fasadnye_raboty-ASgBAgICAkSYC6Cf8QLejw~AnosD
3,Проектирование и сметы,https://www.avito.ru/saratov/predlozheniya_uslug/stroitelstvo/proektirovanie_i_smety-ASgBAgICAkSYC6Cf8QLejw_4nYsD
3,Разнорабочие,https://www.avito.ru/saratov/predlozheniya_uslug/stroitelstvo/raznorabochie-ASgBAgICAkSYC6Cf8QLejw~MvY8D
3,Изыскательные работы,https://www.avito.ru/saratov/predlozheniya_uslug/stroitelstvo/izyskatelnye_raboty-ASgBAgICAkSYC6Cf8QLejw_qnYsD
3,Лестницы,https://www.avito.ru/saratov/predlozheniya_uslug/stroitelstvo/lestnicy-ASgBAgICAkSYC6Cf8QLejw_2nYsD
3,Газификация,https://www.avito.ru/saratov/predlozheniya_uslug/stroitelstvo/gazifikaciya-ASgBAgICAkSYC6Cf8QLejw_ynYsD
3,Другое,https://www.avito.ru/saratov/predlozheniya_uslug/stroitelstvo/drugoe-ASgBAgICAkSYC6Cf8QLejw~EnosD
3,Мастер на час,https://www.avito.ru/saratov/predlozheniya_uslug/master_na_chas-ASgBAgICAUSYC7zvAQ
3,"Скважины, септики, колодцы",https://www.avito.ru/saratov/predlozheniya_uslug/sad_blagoustroystvo/skvazhiny_i_kolodcy-ASgBAgICAkSYC8KfAdCuDvK80AE
3,Водоёмы и фонтаны,https://www.avito.ru/saratov/predlozheniya_uslug/sad_blagoustroystvo-ASgBAgICAUSYC8KfAQ?f=ASgBAgICAkSYC8KfAdCuDvS80AE
3,Дорожное строительство,https://www.avito.ru/saratov/predlozheniya_uslug/sad_blagoustroystvo/dorozhnoe_stroitelstvo-ASgBAgICAkSYC8KfAdCuDva80AE
3,"Ограждения, навесы, рольставни",https://www.avito.ru/saratov/predlozheniya_uslug/sad_blagoustroystvo/zabory_vorota_ograzhdeniya_navesy_rolstavni-ASgBAgICAkSYC8KfAdCuDvi80AE
3,Земляные работы,https://www.avito.ru/saratov/predlozheniya_uslug/sad_blagoustroystvo/zemlyanye_raboty-ASgBAgICAkSYC8KfAdCuDvq80AE
3,"Озеленение, уход за садом и огородом",https://www.avito.ru/saratov/predlozheniya_uslug/sad_blagoustroystvo/ozelenenie_uhod_za_sadom_i_ogorodom-ASgBAgICAkSYC8KfAdCuDvy80AE
3,Другое,https://www.avito.ru/saratov/predlozheniya_uslug/sad_blagoustroystvo/drugoe-ASgBAgICAkSYC8KfAdCuDr7wmQI
3,"Маникюр, педикюр",https://www.avito.ru/saratov/predlozheniya_uslug/krasota_zdorove/manikyur_pedikyur-ASgBAgICAkSYC6qfAaIrgLgC
3,Услуги парикмахера,https://www.avito.ru/saratov/predlozheniya_uslug/krasota_zdorove/uslugi_parikmahera-ASgBAgICAkSYC6qfAaIrhrgC
3,"Ресницы, брови",https://www.avito.ru/saratov/predlozheniya_uslug/krasota_zdorove/brovi_resnicy-ASgBAgICAkSYC6qfAaIrrOSKAw
3,Перманентный макияж,https://www.avito.ru/saratov/predlozheniya_uslug/krasota_zdorove/permanentnyy_makiyazh-ASgBAgICAkSYC6qfAaIr9JSQAw
3,Косметология,https://www.avito.ru/saratov/predlozheniya_uslug/krasota_zdorove/kosmetologiya-ASgBAgICAkSYC6qfAaIrkvCNAw
3,Эпиляция,https://www.avito.ru/saratov/predlozheniya_uslug/krasota_zdorove/epilyaciya-ASgBAgICAkSYC6qfAaIrlPCNAw
3,Макияж,https://www.avito.ru/saratov/predlozheniya_uslug/krasota_zdorove/makiyazh-ASgBAgICAkSYC6qfAaIr_rcC
3,"СПА-услуги, массаж",https://www.avito.ru/saratov/predlozheniya_uslug/krasota_zdorove/spa_uslugi_massazh-ASgBAgICAkSYC6qfAaIrgrgC
3,"Тату, пирсинг",https://www.avito.ru/saratov/predlozheniya_uslug/krasota_zdorove/tatu_pirsing-ASgBAgICAkSYC6qfAaIrhLgC
3,Психология,https://www.avito.ru/saratov/predlozheniya_uslug/krasota_zdorove/psihologiya-ASgBAgICAkSYC6qfAaIrlvCNAw
3,Диетология,https://www.avito.ru/saratov/predlozheniya_uslug/krasota_zdorove/dietologiya-ASgBAgICAkSYC6qfAaIrmvCNAw
3,Аренда рабочего места,https://www.avito.ru/saratov/predlozheniya_uslug/krasota_zdorove/arenda_rabochego_mesta-ASgBAgICAkSYC6qfAaIrmPCNAw
3,"Фитнес, йога",https://www.avito.ru/saratov/predlozheniya_uslug/krasota_zdorove/fitnes_joga-ASgBAgICAkSYC6qfAaIrrLeOAw
3,Другое,https://www.avito.ru/saratov/predlozheniya_uslug/krasota_zdorove/drugoe-ASgBAgICAkSYC6qfAaIriLgC
3,Телевизоры,https://www.avito.ru/saratov/predlozheniya_uslug/remont_i_obsluzhivanie_tehniki/televizor-ASgBAgICAkSYC7T3Ad4V2vcB
3,Мобильные устройства,https://www.avito.ru/saratov/predlozheniya_uslug/remont_i_obsluzhivanie_tehniki/mobilnyye_ustroystva-ASgBAgICAkSYC7T3Ad4V4vcB
3,"Фото-, аудио-, видеотехника",https://www.avito.ru/saratov/predlozheniya_uslug/remont_i_obsluzhivanie_tehniki/foto_audio_videotekhnika-ASgBAgICAkSYC7T3Ad4V5vcB
3,"Кондиционеры, вентиляция",https://www.avito.ru/saratov/predlozheniya_uslug/remont_i_obsluzhivanie_tehniki/kondicionery_ventilyaciya-ASgBAgICAkSYC7T3Ad4V0qCOAw
