Id,PropertyId,SubCategoryName,Value
799,15,Все квартиры,4
800,2,Все квартиры,8.7 м²
801,3,Все квартиры,42.9 м²
802,12,Все квартиры,1938
803,4,Все квартиры,2 из 7
804,13,Все квартиры,7
805,4,Все квартиры,4 из 16
806,1,Все квартиры,71.9 м²
807,3,Все квартиры,41.5 м²
808,1,Все квартиры,32.3 м²
809,1,Все квартиры,39.5 м²
810,1,Все квартиры,106.7 м²
811,1,Все квартиры,64.2 м²
812,1,Все квартиры,37.5 м²
813,2,Все квартиры,24 м²
814,4,Все квартиры,4 из 7
815,20,Все квартиры," аукцион"
816,1,Все квартиры,138 м²
817,6,Все квартиры,4.9 м
818,2,Все квартиры,5.3 м²
819,3,Все квартиры,39.3 м²
820,1,Все квартиры,41.5 м²
821,1,Все квартиры,65.9 м²
822,4,Все квартиры,1 из 25
823,1,Все квартиры,61.2 м²
824,1,Все квартиры,55.1 м²
825,4,Все квартиры,5 из 19
826,1,Все квартиры,78.5 м²
827,3,Все квартиры,55.1 м²
828,2,Все квартиры,18.5 м²
829,1,Все квартиры,63.3 м²
830,4,Все квартиры,8 из 18
831,4,Все квартиры,3 из 25
832,1,Все квартиры,50.2 м²
833,3,Все квартиры,23.3 м²
834,4,Все квартиры,16 из 22
835,4,Все квартиры,32 из 37
836,6,Все квартиры,3.1 м
837,13,Все квартиры,37
838,1,Все квартиры,33.1 м²
839,1,Все квартиры,67.7 м²
840,4,Все квартиры,3 из 16
841,1,Все квартиры,67.4 м²
842,12,Все квартиры,2004
843,3,Все квартиры,45.5 м²
844,4,Все квартиры,6 из 14
845,1,Все квартиры,34.4 м²
846,4,Все квартиры,1 из 11
847,12,Все квартиры,0
848,1,Все квартиры,101.6 м²
849,2,Все квартиры,29.2 м²
850,3,Все квартиры,46.3 м²
851,6,Все квартиры,2.1 м
852,1,Все квартиры,69.5 м²
853,2,Все квартиры,12.2 м²
854,1,Все квартиры,58.1 м²
855,2,Все квартиры,8.4 м²
856,1,Все квартиры,21 м²
857,1,Все квартиры,45.3 м²
858,4,Все квартиры,17 из 18
859,1,Все квартиры,51.8 м²
860,4,Все квартиры,2 из 4
861,1,Все квартиры,106 м²
862,3,Все квартиры,63 м²
863,1,Все квартиры,44.8 м²
864,1,Все квартиры,60.6 м²
865,3,Все квартиры,28.9 м²
866,1,Все квартиры,42.4 м²
867,1,Все квартиры,78.6 м²
868,3,Все квартиры,48.7 м²
869,1,Все квартиры,52.8 м²
870,1,Все квартиры,60.1 м²
871,3,Все квартиры,37.7 м²
872,1,Все квартиры,75.7 м²
873,3,Все квартиры,47 м²
874,1,Все квартиры,59.9 м²
875,12,Все квартиры,1859
876,3,Все квартиры,30.9 м²
877,4,Все квартиры,3 из 8
878,1,Все квартиры,50.4 м²
879,2,Все квартиры,12.7 м²
880,4,Все квартиры,9 из 14
881,1,Все квартиры,85.1 м²
882,1,Все квартиры,41.1 м²
883,4,Все квартиры,6 из 23
884,4,Все квартиры,4 из 18
885,1,Все квартиры,73.8 м²
886,1,Все квартиры,60.2 м²
887,1,Все квартиры,55.6 м²
888,2,Все квартиры,11.6 м²
889,3,Все квартиры,38.3 м²
890,1,Все квартиры,61.9 м²
891,1,Все квартиры,72.6 м²
892,1,Все квартиры,33.6 м²
893,1,Все квартиры,63.8 м²
894,4,Все квартиры,3 из 19
895,2,Все квартиры,21.5 м²
896,3,Все квартиры,34.7 м²
897,2,Все квартиры,7.7 м²
898,1,Все квартиры,69.8 м²
899,2,Все квартиры,14.2 м²
900,3,Все квартиры,47.3 м²
901,4,Все квартиры,7 из 11
902,4,Все квартиры,11 из 17
903,25,Все квартиры,ЖК «Авиатор»
904,28,Все квартиры,Дом 4
905,27,Все квартиры,Сдача в 4 кв. 2024
906,1,Все квартиры,27.3 м²
907,1,Все квартиры,28.9 м²
908,1,Все квартиры,98.4 м²
909,12,Все квартиры,2003
910,1,Все квартиры,83.5 м²
911,4,Все квартиры,3 из 7
912,1,Все квартиры,47.2 м²
913,1,Все квартиры,141.8 м²
914,3,Все квартиры,71.5 м²
915,1,Все квартиры,44.2 м²
916,3,Все квартиры,28.3 м²
917,1,Все квартиры,92 м²
918,2,Все квартиры,26 м²
919,1,Все квартиры,47.3 м²
920,1,Все квартиры,90 м²
921,4,Все квартиры,21 из 22
922,6,Все квартиры,265 м
923,1,Все квартиры,40.6 м²
924,3,Все квартиры,46.4 м²
925,4,Все квартиры,11 из 14
926,1,Все квартиры,104 м²
927,3,Все квартиры,71 м²
928,3,Все квартиры,25.4 м²
929,1,Все квартиры,56.7 м²
930,4,Все квартиры,13 из 19
931,1,Все квартиры,81.9 м²
932,4,Все квартиры,11 из 37
933,4,Все квартиры,11 из 12
934,4,Все квартиры,9 из 23
935,1,Все квартиры,76.4 м²
936,4,Все квартиры,13 из 26
937,2,Все квартиры,6.1 м²
938,3,Все квартиры,42.4 м²
939,4,Все квартиры,1 из 23
940,1,Все квартиры,152 м²
941,2,Все квартиры,60 м²
942,1,Все квартиры,135.6 м²
943,4,Все квартиры,13 из 16
944,1,Все квартиры,96 м²
945,2,Все квартиры,16.4 м²
946,3,Все квартиры,57 м²
947,4,Все квартиры,13 из 21
948,25,Все квартиры,ЖК «Зеленая горка»
949,1,Все квартиры,58.3 м²
950,1,Все квартиры,82.2 м²
951,1,Все квартиры,53.2 м²
952,3,Все квартиры,19.4 м²
953,4,Все квартиры,7 из 20
954,25,Все квартиры,ЖК на ул. Тархова
955,28,Все квартиры,Дом 29Б
956,27,Все квартиры,Сдан 4 кв. 2016
957,13,Все квартиры,20
958,1,Все квартиры,91.9 м²
959,4,Все квартиры,12 из 19
960,2,Все квартиры,14.5 м²
961,3,Все квартиры,22.4 м²
962,1,Все квартиры,55.8 м²
963,1,Все квартиры,57.8 м²
964,1,Все квартиры,28.6 м²
965,1,Все квартиры,53.5 м²
966,2,Все квартиры,5.4 м²
967,3,Все квартиры,35.1 м²
968,12,Все квартиры,1950
969,1,Все квартиры,85.5 м²
970,2,Все квартиры,16.5 м²
971,4,Все квартиры,9 из 22
972,1,Все квартиры,54.2 м²
973,12,Все квартиры,1960
974,1,Все квартиры,117 м²
975,3,Все квартиры,70 м²
976,4,Все квартиры,8 из 22
977,1,Все квартиры,69.9 м²
978,1,Все квартиры,61.3 м²
979,1,Все квартиры,48.2 м²
980,1,Все квартиры,62.8 м²
981,3,Все квартиры,50.4 м²
982,1,Все квартиры,59.5 м²
983,2,Все квартиры,15.8 м²
984,2,Все квартиры,8.1 м²
985,3,Все квартиры,19.8 м²
986,1,Все квартиры,47.5 м²
987,4,Все квартиры,14 из 23
988,1,Все квартиры,25.1 м²
989,1,Все квартиры,146 м²
990,2,Все квартиры,23.4 м²
991,3,Все квартиры,82 м²
992,1,Все квартиры,40.8 м²
993,1,Все квартиры,72.3 м²
994,3,Все квартиры,50.7 м²
995,1,Все квартиры,114.4 м²
996,1,Все квартиры,24.7 м²
997,12,Все квартиры,1957
998,4,Все квартиры,7 из 22
999,1,Все квартиры,74 м²
1000,1,Все квартиры,50.5 м²
1001,3,Все квартиры,27.8 м²
1002,1,Все квартиры,61.5 м²
1003,3,Все квартиры,29.1 м²
1004,4,Все квартиры,1 из 17
1005,1,Все квартиры,44.7 м²
1006,3,Все квартиры,16.7 м²
1007,4,Все квартиры,1 из 6
1008,1,Все квартиры,80.6 м²
1009,2,Все квартиры,19.4 м²
1010,3,Все квартиры,40.2 м²
1011,1,Все квартиры,39.9 м²
1012,4,Все квартиры,13 из 14
1013,3,Все квартиры,55.7 м²
1014,4,Все квартиры,7 из 14
1015,3,Все квартиры,24.1 м²
1016,1,Все квартиры,53.4 м²
1017,10,Все квартиры,договор ЖСК
1018,25,Все квартиры,ЖСК «Динамовский»
1019,28,Все квартиры,2 Этап
1020,27,Все квартиры,Сдача в 2 кв. 2024
1021,1,Все квартиры,46.5 м²
1022,1,Все квартиры,74.3 м²
1023,3,Все квартиры,18.8 м²
1024,3,Все квартиры,38.8 м²
1025,4,Все квартиры,1 из 19
1026,1,Все квартиры,186.1 м²
1027,1,Все квартиры,79.8 м²
1028,3,Все квартиры,36.5 м²
1029,1,Все квартиры,28.1 м²
1030,1,Все квартиры,65.5 м²
1031,1,Все квартиры,84 м²
1032,4,Все квартиры,6 из 7
1033,27,Все квартиры,Сдан 3 кв. 2022
1034,1,Все квартиры,63.7 м²
1035,4,Все квартиры,7 из 16
1036,4,Все квартиры,18 из 22
1037,1,Все квартиры,72.8 м²
1038,4,Все квартиры,9 из 19
1039,3,Все квартиры,36.6 м²
1040,2,Все квартиры,11.9 м²
1041,1,Все квартиры,28.2 м²
1042,12,Все квартиры,1941
1043,4,Все квартиры,2 из 8
1044,3,Все квартиры,14.8 м²
1045,4,Все квартиры,5 из 23
1046,3,Все квартиры,36.4 м²
1047,2,Все квартиры,19.1 м²
1048,3,Все квартиры,9.2 м²
1049,3,Все квартиры,39.5 м²
1050,1,Все квартиры,35.5 м²
1051,1,Все квартиры,48.4 м²
1052,1,Все квартиры,58.7 м²
1053,1,Все квартиры,35.6 м²
1054,2,Все квартиры,25.2 м²
1055,3,Все квартиры,52.5 м²
1056,1,Все квартиры,59.6 м²
1057,4,Все квартиры,4 из 15
1058,1,Все квартиры,89 м²
1059,4,Все квартиры,25 из 25
1060,4,Все квартиры,11 из 16
1061,1,Все квартиры,56.2 м²
1062,4,Все квартиры,10 из 21
1063,3,Все квартиры,27.7 м²
1064,1,Все квартиры,52.4 м²
1065,3,Все квартиры,38.7 м²
1066,3,Все квартиры,58 м²
1067,4,Все квартиры,14 из 17
1068,1,Все квартиры,83.2 м²
1069,6,Все квартиры,2550 м
1070,1,Все квартиры,69 м²
1071,2,Все квартиры,50 м²
1072,3,Все квартиры,9 м²
1073,11,Все квартиры,деревянный
1074,4,Все квартиры,4 из 21
1075,4,Все квартиры,7 из 7
1076,1,Все квартиры,45.7 м²
1077,1,Все квартиры,34.6 м²
1078,3,Все квартиры,16.3 м²
1079,3,Все квартиры,16.2 м²
1080,4,Все квартиры,20 из 25
1081,1,Все квартиры,31.9 м²
1082,3,Все квартиры,28.2 м²
1083,1,Все квартиры,49.3 м²
1084,3,Все квартиры,18.9 м²
1085,1,Все квартиры,43.6 м²
1086,1,Все квартиры,72.4 м²
1087,3,Все квартиры,53 м²
1088,1,Все квартиры,86.2 м²
1089,2,Все квартиры,32.8 м²
1090,3,Все квартиры,28.5 м²
1091,20,Все квартиры,продажа доли
1092,3,Все квартиры,50.1 м²
1093,1,Все квартиры,68.3 м²
1094,4,Все квартиры,1 из 7
1095,1,Все квартиры,34.5 м²
1096,1,Все квартиры,73.3 м²
1097,1,Все квартиры,89.8 м²
1098,2,Все квартиры,33 м²
1099,3,Все квартиры,17.6 м²
1100,25,Все квартиры,ЖК «На Благодатной»
1101,27,Все квартиры,Сдача в 4 кв. 2024 — 2 кв. 2025
1102,1,Все квартиры,26.6 м²
1103,3,Все квартиры,31.3 м²
1104,1,Все квартиры,42.6 м²
1105,1,Все квартиры,29.2 м²
1106,1,Все квартиры,65.6 м²
1107,3,Все квартиры,37.6 м²
1108,1,Все квартиры,39.6 м²
1109,3,Все квартиры,16.1 м²
1110,1,Все квартиры,108.9 м²
1111,2,Все квартиры,14.8 м²
1112,3,Все квартиры,74 м²
1113,1,Вторичка,187 м²
1114,2,Вторичка,19 м²
1115,3,Вторичка,24 м²
1116,2,Вторичка,18.9 м²
1117,1,Вторичка,69.7 м²
1118,1,Новостройки,24.8 м²
1119,4,Новостройки,1 из 18
1120,4,Новостройки,11 из 18
1121,4,Новостройки,12 из 18
1122,1,Новостройки,25.4 м²
1123,4,Новостройки,14 из 18
1124,4,Новостройки,18 из 18
1125,4,Новостройки,9 из 18
1126,1,Новостройки,24.4 м²
1127,4,Новостройки,15 из 18
1128,4,Новостройки,6 из 18
1129,0,"Дома, дачи, коттеджи",6
1130,37,"Дома, дачи, коттеджи",78 м²
1131,38,"Дома, дачи, коттеджи",8 сот.
1132,39,"Дома, дачи, коттеджи",индивидуальное жилищное строительство (ИЖС)
1133,40,"Дома, дачи, коттеджи",кирпич
1134,7,"Дома, дачи, коттеджи",в доме
1135,16,"Дома, дачи, коттеджи",парковочное место
1136,43,"Дома, дачи, коттеджи",асфальтированная дорога
1137,43,"Дома, дачи, коттеджи"," остановка общественного транспорта"
1138,44,"Дома, дачи, коттеджи",магазин
1139,44,"Дома, дачи, коттеджи"," аптека"
1140,44,"Дома, дачи, коттеджи"," детский сад"
1141,44,"Дома, дачи, коттеджи"," школа"
1142,10,"Дома, дачи, коттеджи",возможна ипотека
1143,46,"Дома, дачи, коттеджи",17 км
1144,37,"Дома, дачи, коттеджи",57 м²
1145,38,"Дома, дачи, коттеджи",4 сот.
1146,40,"Дома, дачи, коттеджи",брус
1147,47,"Дома, дачи, коттеджи",есть
1148,48,"Дома, дачи, коттеджи",центральное
1149,49,"Дома, дачи, коттеджи",центральное
1150,50,"Дома, дачи, коттеджи",в доме
1151,51,"Дома, дачи, коттеджи",центральная
1152,0,"Дома, дачи, коттеджи",5
1153,37,"Дома, дачи, коттеджи",144 м²
1154,38,"Дома, дачи, коттеджи",6.8 сот.
1155,40,"Дома, дачи, коттеджи",сэндвич-панели
1156,52,"Дома, дачи, коттеджи",есть
1157,50,"Дома, дачи, коттеджи",по границе участка
1158,46,"Дома, дачи, коттеджи",12 км
1159,37,"Дома, дачи, коттеджи",130 м²
1160,38,"Дома, дачи, коттеджи",9 сот.
1161,53,"Дома, дачи, коттеджи",Wi-Fi
1162,53,"Дома, дачи, коттеджи"," телевидение"
1163,37,"Дома, дачи, коттеджи",116 м²
1164,49,"Дома, дачи, коттеджи",скважина
1165,51,"Дома, дачи, коттеджи",выгребная яма
1166,43,"Дома, дачи, коттеджи"," железнодорожная станция"
1167,37,"Дома, дачи, коттеджи",105 м²
1168,38,"Дома, дачи, коттеджи",10.5 сот.
1169,39,"Дома, дачи, коттеджи",садовое некоммерческое товарищество (СНТ)
1170,46,"Дома, дачи, коттеджи",13 км
1171,0,"Дома, дачи, коттеджи",Свободная планировка
1172,37,"Дома, дачи, коттеджи",242 м²
1173,38,"Дома, дачи, коттеджи",7.8 сот.
1174,48,"Дома, дачи, коттеджи",газовое
1175,16,"Дома, дачи, коттеджи",гараж
1176,46,"Дома, дачи, коттеджи",18 км
1177,37,"Дома, дачи, коттеджи",158 м²
1178,37,"Дома, дачи, коттеджи",140 м²
1179,38,"Дома, дачи, коттеджи",4.8 сот.
1180,46,"Дома, дачи, коттеджи",15 км
1181,37,"Дома, дачи, коттеджи",137.6 м²
1182,37,"Дома, дачи, коттеджи",80 м²
1183,38,"Дома, дачи, коттеджи",5 сот.
1184,48,"Дома, дачи, коттеджи",электрическое
1185,50,"Дома, дачи, коттеджи",нет
1186,37,"Дома, дачи, коттеджи",122 м²
1187,38,"Дома, дачи, коттеджи",10 сот.
1188,37,"Дома, дачи, коттеджи",138 м²
1189,37,"Дома, дачи, коттеджи",100 м²
1190,38,"Дома, дачи, коттеджи",6.5 сот.
1191,53,"Дома, дачи, коттеджи",телевидение
1192,37,"Дома, дачи, коттеджи",42 м²
1193,38,"Дома, дачи, коттеджи",7.2 сот.
1194,51,"Дома, дачи, коттеджи",септик
1195,37,"Дома, дачи, коттеджи",138.6 м²
1196,38,"Дома, дачи, коттеджи",3 сот.
1197,12,"Дома, дачи, коттеджи",1952
1198,10,"Дома, дачи, коттеджи",продажа доли
1199,37,"Дома, дачи, коттеджи",177 м²
1200,38,"Дома, дачи, коттеджи",6 сот.
1201,40,"Дома, дачи, коттеджи",пеноблоки
1202,37,"Дома, дачи, коттеджи",81 м²
1203,55,"Дома, дачи, коттеджи",баня или сауна
1204,40,"Дома, дачи, коттеджи",газоблоки
1205,46,"Дома, дачи, коттеджи",19 км
1206,37,"Дома, дачи, коттеджи",70.7 м²
1207,37,"Дома, дачи, коттеджи",40 м²
1208,7,"Дома, дачи, коттеджи",на улице
1209,56,"Дома, дачи, коттеджи",электричество
1210,46,"Дома, дачи, коттеджи",31 км
1211,37,"Дома, дачи, коттеджи",76 м²
1212,38,"Дома, дачи, коттеджи",4.5 сот.
1213,55,"Дома, дачи, коттеджи"," бассейн"
1214,37,"Дома, дачи, коттеджи",84.8 м²
1215,12,"Дома, дачи, коттеджи",1945
1216,37,"Дома, дачи, коттеджи",110 м²
1217,37,"Дома, дачи, коттеджи",104 м²
1218,38,"Дома, дачи, коттеджи",5.3 сот.
1219,37,"Дома, дачи, коттеджи",204 м²
1220,37,"Дома, дачи, коттеджи",45 м²
1221,38,"Дома, дачи, коттеджи",7.9 сот.
1222,46,"Дома, дачи, коттеджи",27 км
1223,37,"Дома, дачи, коттеджи",154 м²
1224,38,"Дома, дачи, коттеджи",2.5 сот.
1225,38,"Дома, дачи, коттеджи",9.6 сот.
1226,38,"Дома, дачи, коттеджи",4.7 сот.
1227,37,"Дома, дачи, коттеджи",62.8 м²
1228,38,"Дома, дачи, коттеджи",2.2 сот.
1229,48,"Дома, дачи, коттеджи"," электрическое"
1230,37,"Дома, дачи, коттеджи",34.6 м²
1231,38,"Дома, дачи, коттеджи",1 сот.
1232,48,"Дома, дачи, коттеджи"," печь"
1233,37,"Дома, дачи, коттеджи",108.5 м²
1234,38,"Дома, дачи, коттеджи",2 сот.
1235,48,"Дома, дачи, коттеджи"," газовое"
1236,46,"Дома, дачи, коттеджи",14 км
1237,37,"Дома, дачи, коттеджи",103 м²
1238,38,"Дома, дачи, коттеджи",6.2 сот.
1239,37,"Дома, дачи, коттеджи",234 м²
1240,16,"Дома, дачи, коттеджи",нет
1241,37,"Дома, дачи, коттеджи",126 м²
1242,37,"Дома, дачи, коттеджи",65.1 м²
1243,38,"Дома, дачи, коттеджи",2.3 сот.
1244,37,"Дома, дачи, коттеджи",240 м²
1245,46,"Дома, дачи, коттеджи",16 км
1246,37,"Дома, дачи, коттеджи",102 м²
1247,37,"Дома, дачи, коттеджи",150.8 м²
1248,38,"Дома, дачи, коттеджи",9.5 сот.
1249,48,"Дома, дачи, коттеджи"," камин"
1250,38,"Дома, дачи, коттеджи",5.5 сот.
1251,56,"Дома, дачи, коттеджи"," отопление"
1252,37,"Дома, дачи, коттеджи",107 м²
1253,38,"Дома, дачи, коттеджи",15 сот.
1254,37,"Дома, дачи, коттеджи",207.4 м²
1255,51,"Дома, дачи, коттеджи",станция биоочистки
1256,37,"Дома, дачи, коттеджи",130.1 м²
1257,57,Комнаты,13 м²
1258,58,Комнаты,5
1259,11,Комнаты,Кирпичный
1260,57,Комнаты,13.7 м²
1261,57,Комнаты,12.3 м²
1262,58,Комнаты,2
1263,57,Комнаты,12 м²
1264,58,Комнаты,4
1265,57,Комнаты,20 м²
1266,58,Комнаты,6
1267,57,Комнаты,9 м²
1268,57,Комнаты,19.2 м²
1269,58,Комнаты,> 9
1270,57,Комнаты,18.1 м²
1271,57,Комнаты,30 м²
1272,58,Комнаты,8
1273,57,Комнаты,7.4 м²
1274,57,Комнаты,15.5 м²
1275,57,Комнаты,11 м²
1276,58,Комнаты,3
1277,57,Комнаты,10 м²
1278,58,Комнаты,1
1279,57,Комнаты,17 м²
1280,11,Комнаты,Панельный
1281,57,Комнаты,17.5 м²
1282,57,Комнаты,13.2 м²
1283,57,Комнаты,26 м²
1284,57,Комнаты,9.3 м²
1285,57,Комнаты,20.6 м²
1286,57,Комнаты,18.6 м²
1287,57,Комнаты,14.7 м²
1288,58,Комнаты,7
1289,57,Комнаты,18 м²
1290,57,Комнаты,11.8 м²
1291,57,Комнаты,24.5 м²
1292,57,Комнаты,12.5 м²
1293,57,Комнаты,19 м²
1294,57,Комнаты,22.7 м²
1295,58,Комнаты,9
1296,57,Комнаты,25 м²
1297,57,Комнаты,13.4 м²
1298,57,Комнаты,22 м²
1299,57,Комнаты,21 м²
1300,4,Комнаты,6 из 17
1301,11,Комнаты,Монолитный
1302,57,Комнаты,13.5 м²
1303,57,Комнаты,15 м²
1304,57,Комнаты,14 м²
1305,57,Комнаты,18.9 м²
1306,61,Квартиры,1 двуспальная
1307,19,Квартиры," плита"
1308,19,Квартиры," микроволновка"
1309,19,Квартиры," телевизор"
1310,63,Квартиры,постельное белье
1311,63,Квартиры," полотенца"
1312,63,Квартиры," средства гигиены"
1313,64,Квартиры,2000 ₽
1314,65,Квартиры,Нет
1315,66,Квартиры,14
1316,67,Квартиры,12
1317,68,Квартиры,2
1318,69,Квартиры,да
1319,70,Квартиры,да
1320,71,Квартиры,нет
1321,72,Квартиры,нет
1322,73,Квартиры,да
1323,16,Квартиры,на улице
1324,19,Квартиры," фен"
1325,19,Квартиры," утюг"
1326,65,Квартиры,Да
1327,69,Квартиры,нет
1328,70,Квартиры,нет
1329,71,Квартиры,да
1330,16,Квартиры," бесплатно для гостей"
1331,61,Квартиры," 1 диван-кровать"
1332,4,Квартиры,16 из 25
1333,64,Квартиры,1000 ₽
1334,66,Квартиры,не указано
1335,67,Квартиры,не указано
1336,73,Квартиры,нет
1337,61,Квартиры,1 диван-кровать
1338,61,Квартиры," 1 особо широкая"
1339,68,Квартиры,5
1340,4,Квартиры,9 из 12
1341,68,Квартиры,4
1342,61,Квартиры,3 односпальных
1343,1,Квартиры,20 м²
1344,66,Квартиры,21
1345,68,Квартиры,3
1346,66,Квартиры,13
1347,64,Квартиры,3000 ₽
1348,61,Квартиры," 1 полуторная"
1349,61,Квартиры," 1 двуспальная"
1350,4,Квартиры,9 из 25
1351,61,Квартиры,2 двуспальных
1352,1,Квартиры,28.5 м²
1353,64,Квартиры,1250 ₽
1354,66,Квартиры,15
1355,67,Квартиры,14
1356,4,Квартиры,13 из 23
1357,64,Квартиры,1500 ₽
1358,1,Квартиры,17 м²
1359,61,Квартиры,2 диван-кровати
1360,61,Квартиры," 1 односпальный диван"
1361,61,Квартиры,1 полуторная
1362,64,Квартиры,0 ₽
1363,66,Квартиры,12
1364,67,Квартиры,11
1365,61,Квартиры," 2 двуспальных"
1366,61,Квартиры,2 особо широких
1367,4,Квартиры,1 из 12
1368,61,Квартиры,1 раскладное кресло
1369,61,Квартиры,1 особо широкая
1370,4,Квартиры,23 из 23
1371,61,Квартиры,1 односпальный диван
1372,4,Квартиры,15 из 19
1373,64,Квартиры,1 месяц
1374,77,Квартиры,100 %
1375,78,Квартиры,оплачивается отдельно
1376,79,Квартиры,3500 ₽/мес
1377,79,Квартиры,включено в платёж
1378,68,Квартиры,1
1379,79,Квартиры,4000 ₽/мес
1380,3,Квартиры,64 м²
1381,64,Квартиры,0.5 месяц(а)
1382,68,Квартиры,6
1383,4,Квартиры,11 из 25
1384,4,Квартиры,18 из 25
1385,77,Квартиры,70 %
1386,79,Квартиры,3000 ₽/мес
1387,1,Квартиры,54.9 м²
1388,1,Квартиры,100 м²
1389,79,Квартиры,5000 ₽/мес
1390,64,Квартиры,0 месяц(а)
1391,79,Квартиры,0 ₽/мес
1392,77,Квартиры,50 %
1393,79,Квартиры,1 ₽/мес
1394,1,Квартиры,88 м²
1395,79,Квартиры,2000 ₽/мес
1396,77,Квартиры,65 %
1397,79,Квартиры,1500 ₽/мес
1398,77,Квартиры,80 %
1399,4,Квартиры,5 из 11
1400,79,Квартиры,1000 ₽/мес
1401,77,Квартиры,60 %
1402,78,Квартиры,включено в платёж
1403,23,Квартиры,Можно с детьми
1404,23,Квартиры," Можно для мероприятий"
1405,23,Квартиры," Можно курить"
1406,72,Квартиры,да
1407,79,Квартиры,1200 ₽/мес
1408,38,"Дома, дачи и коттеджи",40 сот.
1409,56,"Дома, дачи и коттеджи"," канализация"
1410,37,"Дома, дачи и коттеджи",20 м²
1411,38,"Дома, дачи и коттеджи",20 сот.
1412,64,"Дома, дачи и коттеджи",5000 ₽
1413,37,"Дома, дачи и коттеджи",35 м²
1414,55,"Дома, дачи и коттеджи",бассейн
1415,43,"Дома, дачи и коттеджи",остановка общественного транспорта
1416,37,"Дома, дачи и коттеджи",60 м²
1417,37,"Дома, дачи и коттеджи",50 м²
1418,46,"Дома, дачи и коттеджи",25 км
1419,68,"Дома, дачи и коттеджи",8
1420,37,"Дома, дачи и коттеджи",65 м²
1421,38,"Дома, дачи и коттеджи",3.1 сот.
1422,56,"Дома, дачи и коттеджи"," газ"
1423,37,"Дома, дачи и коттеджи",25 м²
1424,37,"Дома, дачи и коттеджи",150 м²
1425,38,"Дома, дачи и коттеджи",11 сот.
1426,64,"Дома, дачи и коттеджи",10000 ₽
1427,68,"Дома, дачи и коттеджи",25
1428,37,"Дома, дачи и коттеджи",200 м²
1429,68,"Дома, дачи и коттеджи",15
1430,37,"Дома, дачи и коттеджи",70 м²
1431,7,"Дома, дачи и коттеджи"," на улице"
1432,68,"Дома, дачи и коттеджи",20
1433,37,"Дома, дачи и коттеджи",36 м²
1434,37,"Дома, дачи и коттеджи",304 м²
1435,37,"Дома, дачи и коттеджи",54 м²
1436,37,"Дома, дачи и коттеджи",160 м²
1437,68,"Дома, дачи и коттеджи",10
1438,37,"Дома, дачи и коттеджи",72 м²
1439,46,"Дома, дачи и коттеджи",37 км
1440,37,"Дома, дачи и коттеджи",220 м²
1441,38,"Дома, дачи и коттеджи",7 сот.
1442,37,"Дома, дачи и коттеджи",19 м²
1443,38,"Дома, дачи и коттеджи",100 сот.
1444,37,"Дома, дачи и коттеджи",77 м²
1445,64,"Дома, дачи и коттеджи",4000 ₽
1446,38,"Дома, дачи и коттеджи",50 сот.
1447,68,"Дома, дачи и коттеджи",12
1448,37,"Дома, дачи и коттеджи",91 м²
1449,38,"Дома, дачи и коттеджи",7.5 сот.
1450,37,"Дома, дачи и коттеджи",58 м²
1451,37,"Дома, дачи и коттеджи",75 м²
1452,66,"Дома, дачи и коттеджи",09
1453,37,"Дома, дачи и коттеджи",49 м²
1454,37,"Дома, дачи и коттеджи",34 м²
1455,46,"Дома, дачи и коттеджи",24 км
1456,68,"Дома, дачи и коттеджи",7
1457,37,"Дома, дачи и коттеджи",24 м²
1458,46,"Дома, дачи и коттеджи",35 км
1459,37,"Дома, дачи и коттеджи",210 м²
1460,38,"Дома, дачи и коттеджи",12 сот.
1461,46,"Дома, дачи и коттеджи",29 км
1462,67,"Дома, дачи и коттеджи",13
1463,37,"Дома, дачи и коттеджи",95 м²
1464,38,"Дома, дачи и коттеджи",400 сот.
1465,93,"Дома, дачи и коттеджи",50 %
1466,38,"Дома, дачи и коттеджи",1.6 сот.
1467,40,"Дома, дачи и коттеджи",экспериментальные материалы
1468,93,"Дома, дачи и коттеджи",100 %
1469,37,"Дома, дачи и коттеджи",120 м²
1470,37,"Дома, дачи и коттеджи",106 м²
1471,37,"Дома, дачи и коттеджи",800 м²
1472,46,"Дома, дачи и коттеджи",20 км
1473,79,"Дома, дачи и коттеджи",6000 ₽/мес
1474,37,"Дома, дачи и коттеджи",55 м²
1475,37,"Дома, дачи и коттеджи",30 м²
1476,64,"Дома, дачи и коттеджи",2 месяц(а)
1477,93,"Дома, дачи и коттеджи",60 %
1478,37,"Дома, дачи и коттеджи",170 м²
1479,38,"Дома, дачи и коттеджи",30 сот.
1480,38,"Дома, дачи и коттеджи",200 сот.
1481,79,"Дома, дачи и коттеджи",2800 ₽/мес
1482,37,"Дома, дачи и коттеджи",193 м²
1483,93,"Дома, дачи и коттеджи",80 %
1484,37,"Дома, дачи и коттеджи",125 м²
1485,79,"Дома, дачи и коттеджи",10000 ₽/мес
1486,37,"Дома, дачи и коттеджи",83 м²
1487,38,"Дома, дачи и коттеджи",1200 сот.
1488,46,"Дома, дачи и коттеджи",63 км
1489,79,"Дома, дачи и коттеджи",2500 ₽/мес
1490,37,"Дома, дачи и коттеджи",300 м²
1491,93,"Дома, дачи и коттеджи",70 %
1492,40,"Дома, дачи и коттеджи",бревно
1493,37,"Дома, дачи и коттеджи",38 м²
